area_code,都道府県,time_code,時間軸(年),都道府県_value,全国_value,cat01_code,10大費目,差分(都道府県-全国)
40000,福岡県,2018000000,2018年,99.6,100,00070,保健医療,-0.4000000000000057
40000,福岡県,2018000000,2018年,99.0,100,00080,交通・通信,-1.0
40000,福岡県,2018000000,2018年,96.0,100,00090,教育,-4.0
40000,福岡県,2018000000,2018年,97.2,100,00100,教養娯楽,-2.799999999999997
40000,福岡県,2018000000,2018年,101.4,100,00110,諸雑費,1.4000000000000057
40000,福岡県,2018000000,2018年,97.3,100,00120,(参考)家賃を除く総合,-2.700000000000003
40000,福岡県,2019000000,2019年,96.8,100,00010,総合,-3.200000000000003
40000,福岡県,2019000000,2019年,95.8,100,00020,食料,-4.200000000000003
40000,福岡県,2019000000,2019年,84.6,100,00030,住居,-15.400000000000006
40000,福岡県,2019000000,2019年,104.2,100,00040,光熱・水道,4.200000000000003
40000,福岡県,2019000000,2019年,98.7,100,00050,家具・家事用品,-1.2999999999999972
40000,福岡県,2019000000,2019年,94.0,100,00060,被服及び履物,-6.0
40000,福岡県,2019000000,2019年,98.8,100,00070,保健医療,-1.2000000000000028
40000,福岡県,2019000000,2019年,98.8,100,00080,交通・通信,-1.2000000000000028
40000,福岡県,2019000000,2019年,96.2,100,00090,教育,-3.799999999999997
40000,福岡県,2019000000,2019年,97.6,100,00100,教養娯楽,-2.4000000000000057
40000,福岡県,2019000000,2019年,100.7,100,00110,諸雑費,0.7000000000000028
40000,福岡県,2019000000,2019年,97.7,100,00120,(参考)家賃を除く総合,-2.299999999999997
40000,福岡県,2020000000,2020年,97.4,100,00010,総合,-2.5999999999999943
40000,福岡県,2020000000,2020年,96.8,100,00020,食料,-3.200000000000003
40000,福岡県,2020000000,2020年,90.0,100,00030,住居,-10.0
40000,福岡県,2020000000,2020年,104.6,100,00040,光熱・水道,4.599999999999994
40000,福岡県,2020000000,2020年,98.7,100,00050,家具・家事用品,-1.2999999999999972
40000,福岡県,2020000000,2020年,96.4,100,00060,被服及び履物,-3.5999999999999943
40000,福岡県,2020000000,2020年,99.0,100,00070,保健医療,-1.0
40000,福岡県,2020000000,2020年,98.2,100,00080,交通・通信,-1.7999999999999972
40000,福岡県,2020000000,2020年,92.6,100,00090,教育,-7.400000000000006
40000,福岡県,2020000000,2020年,98.1,100,00100,教養娯楽,-1.9000000000000057
40000,福岡県,2020000000,2020年,99.2,100,00110,諸雑費,-0.7999999999999972
40000,福岡県,2020000000,2020年,98.4,100,00120,(参考)家賃を除く総合,-1.5999999999999943
40000,福岡県,2021000000,2021年,97.5,100,00010,総合,-2.5
40000,福岡県,2021000000,2021年,97.1,100,00020,食料,-2.9000000000000057
40000,福岡県,2021000000,2021年,90.0,100,00030,住居,-10.0
40000,福岡県,2021000000,2021年,104.5,100,00040,光熱・水道,4.5
40000,福岡県,2021000000,2021年,98.1,100,00050,家具・家事用品,-1.9000000000000057
40000,福岡県,2021000000,2021年,95.8,100,00060,被服及び履物,-4.200000000000003
40000,福岡県,2021000000,2021年,99.3,100,00070,保健医療,-0.7000000000000028
40000,福岡県,2021000000,2021年,98.7,100,00080,交通・通信,-1.2999999999999972
40000,福岡県,2021000000,2021年,92.2,100,00090,教育,-7.799999999999997
40000,福岡県,2021000000,2021年,98.0,100,00100,教養娯楽,-2.0
40000,福岡県,2021000000,2021年,99.2,100,00110,諸雑費,-0.7999999999999972
40000,福岡県,2021000000,2021年,98.5,100,00120,(参考)家賃を除く総合,-1.5
41000,佐賀県,2013000000,2013年,97.1,100,00010,総合,-2.9000000000000057
41000,佐賀県,2013000000,2013年,97.1,100,00020,食料,-2.9000000000000057
41000,佐賀県,2013000000,2013年,90.5,100,00030,住居,-9.5
41000,佐賀県,2013000000,2013年,104.5,100,00040,光熱・水道,4.5
41000,佐賀県,2013000000,2013年,97.8,100,00050,家具・家事用品,-2.200000000000003
41000,佐賀県,2013000000,2013年,100.2,100,00060,被服及び履物,0.20000000000000284
41000,佐賀県,2013000000,2013年,97.5,100,00070,保健医療,-2.5
41000,佐賀県,2013000000,2013年,99.6,100,00080,交通・通信,-0.4000000000000057
41000,佐賀県,2013000000,2013年,92.8,100,00090,教育,-7.200000000000003
41000,佐賀県,2013000000,2013年,91.5,100,00100,教養娯楽,-8.5
41000,佐賀県,2013000000,2013年,98.2,100,00110,諸雑費,-1.7999999999999972
41000,佐賀県,2013000000,2013年,97.9,100,00120,(参考)家賃を除く総合,-2.0999999999999943
41000,佐賀県,2014000000,2014年,97.0,100,00010,総合,-3.0
41000,佐賀県,2014000000,2014年,97.4,100,00020,食料,-2.5999999999999943
41000,佐賀県,2014000000,2014年,90.6,100,00030,住居,-9.400000000000006
41000,佐賀県,2014000000,2014年,104.4,100,00040,光熱・水道,4.400000000000006
41000,佐賀県,2014000000,2014年,95.6,100,00050,家具・家事用品,-4.400000000000006
41000,佐賀県,2014000000,2014年,103.5,100,00060,被服及び履物,3.5
41000,佐賀県,2014000000,2014年,97.9,100,00070,保健医療,-2.0999999999999943
41000,佐賀県,2014000000,2014年,99.2,100,00080,交通・通信,-0.7999999999999972
41000,佐賀県,2014000000,2014年,94.8,100,00090,教育,-5.200000000000003
41000,佐賀県,2014000000,2014年,90.9,100,00100,教養娯楽,-9.099999999999994
41000,佐賀県,2014000000,2014年,96.7,100,00110,諸雑費,-3.299999999999997
41000,佐賀県,2014000000,2014年,97.7,100,00120,(参考)家賃を除く総合,-2.299999999999997
41000,佐賀県,2015000000,2015年,97.2,100,00010,総合,-2.799999999999997
41000,佐賀県,2015000000,2015年,96.9,100,00020,食料,-3.0999999999999943
41000,佐賀県,2015000000,2015年,87.4,100,00030,住居,-12.599999999999994
41000,佐賀県,2015000000,2015年,105.5,100,00040,光熱・水道,5.5
41000,佐賀県,2015000000,2015年,95.7,100,00050,家具・家事用品,-4.299999999999997
41000,佐賀県,2015000000,2015年,102.3,100,00060,被服及び履物,2.299999999999997
41000,佐賀県,2015000000,2015年,99.0,100,00070,保健医療,-1.0
41000,佐賀県,2015000000,2015年,99.4,100,00080,交通・通信,-0.5999999999999943
41000,佐賀県,2015000000,2015年,94.7,100,00090,教育,-5.299999999999997
41000,佐賀県,2015000000,2015年,92.5,100,00100,教養娯楽,-7.5
41000,佐賀県,2015000000,2015年,98.9,100,00110,諸雑費,-1.0999999999999943
41000,佐賀県,2015000000,2015年,98.2,100,00120,(参考)家賃を除く総合,-1.7999999999999972
41000,佐賀県,2016000000,2016年,96.8,100,00010,総合,-3.200000000000003
41000,佐賀県,2016000000,2016年,97.0,100,00020,食料,-3.0
41000,佐賀県,2016000000,2016年,82.6,100,00030,住居,-17.400000000000006
41000,佐賀県,2016000000,2016年,107.6,100,00040,光熱・水道,7.599999999999994
41000,佐賀県,2016000000,2016年,96.1,100,00050,家具・家事用品,-3.9000000000000057
41000,佐賀県,2016000000,2016年,103.9,100,00060,被服及び履物,3.9000000000000057
41000,佐賀県,2016000000,2016年,98.6,100,00070,保健医療,-1.4000000000000057
41000,佐賀県,2016000000,2016年,98.2,100,00080,交通・通信,-1.7999999999999972
41000,佐賀県,2016000000,2016年,94.8,100,00090,教育,-5.200000000000003
41000,佐賀県,2016000000,2016年,92.1,100,00100,教養娯楽,-7.900000000000006
41000,佐賀県,2016000000,2016年,98.8,100,00110,諸雑費,-1.2000000000000028
41000,佐賀県,2016000000,2016年,97.7,100,00120,(参考)家賃を除く総合,-2.299999999999997
41000,佐賀県,2017000000,2017年,96.7,100,00010,総合,-3.299999999999997
41000,佐賀県,2017000000,2017年,97.1,100,00020,食料,-2.9000000000000057
41000,佐賀県,2017000000,2017年,82.9,100,00030,住居,-17.099999999999994
41000,佐賀県,2017000000,2017年,107.6,100,00040,光熱・水道,7.599999999999994
41000,佐賀県,2017000000,2017年,97.0,100,00050,家具・家事用品,-3.0
41000,佐賀県,2017000000,2017年,102.4,100,00060,被服及び履物,2.4000000000000057
41000,佐賀県,2017000000,2017年,98.3,100,00070,保健医療,-1.7000000000000028
41000,佐賀県,2017000000,2017年,98.3,100,00080,交通・通信,-1.7000000000000028
41000,佐賀県,2017000000,2017年,92.2,100,00090,教育,-7.799999999999997
41000,佐賀県,2017000000,2017年,92.0,100,00100,教養娯楽,-8.0
41000,佐賀県,2017000000,2017年,98.7,100,00110,諸雑費,-1.2999999999999972
41000,佐賀県,2017000000,2017年,97.7,100,00120,(参考)家賃を除く総合,-2.299999999999997
41000,佐賀県,2018000000,2018年,97.2,100,00010,総合,-2.799999999999997
41000,佐賀県,2018000000,2018年,98.3,100,00020,食料,-1.7000000000000028
41000,佐賀県,2018000000,2018年,83.8,100,00030,住居,-16.200000000000003
41000,佐賀県,2018000000,2018年,106.8,100,00040,光熱・水道,6.799999999999997
41000,佐賀県,2018000000,2018年,97.2,100,00050,家具・家事用品,-2.799999999999997
41000,佐賀県,2018000000,2018年,103.5,100,00060,被服及び履物,3.5
41000,佐賀県,2018000000,2018年,100.2,100,00070,保健医療,0.20000000000000284
41000,佐賀県,2018000000,2018年,98.8,100,00080,交通・通信,-1.2000000000000028
41000,佐賀県,2018000000,2018年,92.6,100,00090,教育,-7.400000000000006
41000,佐賀県,2018000000,2018年,91.8,100,00100,教養娯楽,-8.200000000000003
41000,佐賀県,2018000000,2018年,98.2,100,00110,諸雑費,-1.7999999999999972
41000,佐賀県,2018000000,2018年,98.2,100,00120,(参考)家賃を除く総合,-1.7999999999999972
41000,佐賀県,2019000000,2019年,97.5,100,00010,総合,-2.5
41000,佐賀県,2019000000,2019年,98.1,100,00020,食料,-1.9000000000000057
41000,佐賀県,2019000000,2019年,83.6,100,00030,住居,-16.400000000000006
41000,佐賀県,2019000000,2019年,109.2,100,00040,光熱・水道,9.200000000000003
41000,佐賀県,2019000000,2019年,97.4,100,00050,家具・家事用品,-2.5999999999999943
41000,佐賀県,2019000000,2019年,104.6,100,00060,被服及び履物,4.599999999999994
41000,佐賀県,2019000000,2019年,100.2,100,00070,保健医療,0.20000000000000284
41000,佐賀県,2019000000,2019年,98.6,100,00080,交通・通信,-1.4000000000000057
41000,佐賀県,2019000000,2019年,94.5,100,00090,教育,-5.5
41000,佐賀県,2019000000,2019年,92.6,100,00100,教養娯楽,-7.400000000000006
41000,佐賀県,2019000000,2019年,98.1,100,00110,諸雑費,-1.9000000000000057
41000,佐賀県,2019000000,2019年,98.5,100,00120,(参考)家賃を除く総合,-1.5
41000,佐賀県,2020000000,2020年,98.2,100,00010,総合,-1.7999999999999972
41000,佐賀県,2020000000,2020年,98.2,100,00020,食料,-1.7999999999999972
41000,佐賀県,2020000000,2020年,87.9,100,00030,住居,-12.099999999999994
41000,佐賀県,2020000000,2020年,111.3,100,00040,光熱・水道,11.299999999999997
41000,佐賀県,2020000000,2020年,98.5,100,00050,家具・家事用品,-1.5
41000,佐賀県,2020000000,2020年,106.8,100,00060,被服及び履物,6.799999999999997
41000,佐賀県,2020000000,2020年,100.3,100,00070,保健医療,0.29999999999999716
41000,佐賀県,2020000000,2020年,98.7,100,00080,交通・通信,-1.2999999999999972
41000,佐賀県,2020000000,2020年,93.3,100,00090,教育,-6.700000000000003
41000,佐賀県,2020000000,2020年,93.5,100,00100,教養娯楽,-6.5
41000,佐賀県,2020000000,2020年,97.2,100,00110,諸雑費,-2.799999999999997
41000,佐賀県,2020000000,2020年,99.1,100,00120,(参考)家賃を除く総合,-0.9000000000000057
41000,佐賀県,2021000000,2021年,98.2,100,00010,総合,-1.7999999999999972
41000,佐賀県,2021000000,2021年,97.9,100,00020,食料,-2.0999999999999943
41000,佐賀県,2021000000,2021年,88.0,100,00030,住居,-12.0
41000,佐賀県,2021000000,2021年,111.6,100,00040,光熱・水道,11.599999999999994
41000,佐賀県,2021000000,2021年,99.1,100,00050,家具・家事用品,-0.9000000000000057
41000,佐賀県,2021000000,2021年,104.0,100,00060,被服及び履物,4.0
41000,佐賀県,2021000000,2021年,100.4,100,00070,保健医療,0.4000000000000057
41000,佐賀県,2021000000,2021年,99.8,100,00080,交通・通信,-0.20000000000000284
41000,佐賀県,2021000000,2021年,91.2,100,00090,教育,-8.799999999999997
41000,佐賀県,2021000000,2021年,93.3,100,00100,教養娯楽,-6.700000000000003
41000,佐賀県,2021000000,2021年,97.8,100,00110,諸雑費,-2.200000000000003
41000,佐賀県,2021000000,2021年,99.1,100,00120,(参考)家賃を除く総合,-0.9000000000000057
42000,長崎県,2013000000,2013年,98.9,100,00010,総合,-1.0999999999999943
42000,長崎県,2013000000,2013年,99.1,100,00020,食料,-0.9000000000000057
42000,長崎県,2013000000,2013年,89.5,100,00030,住居,-10.5
42000,長崎県,2013000000,2013年,110.1,100,00040,光熱・水道,10.099999999999994
42000,長崎県,2013000000,2013年,98.7,100,00050,家具・家事用品,-1.2999999999999972
42000,長崎県,2013000000,2013年,106.6,100,00060,被服及び履物,6.599999999999994
42000,長崎県,2013000000,2013年,99.6,100,00070,保健医療,-0.4000000000000057
42000,長崎県,2013000000,2013年,98.5,100,00080,交通・通信,-1.5
42000,長崎県,2013000000,2013年,90.8,100,00090,教育,-9.200000000000003
42000,長崎県,2013000000,2013年,95.7,100,00100,教養娯楽,-4.299999999999997
42000,長崎県,2013000000,2013年,100.4,100,00110,諸雑費,0.4000000000000057
42000,長崎県,2013000000,2013年,99.5,100,00120,(参考)家賃を除く総合,-0.5
42000,長崎県,2014000000,2014年,98.7,100,00010,総合,-1.2999999999999972
42000,長崎県,2014000000,2014年,99.3,100,00020,食料,-0.7000000000000028
42000,長崎県,2014000000,2014年,90.2,100,00030,住居,-9.799999999999997
42000,長崎県,2014000000,2014年,108.6,100,00040,光熱・水道,8.599999999999994
42000,長崎県,2014000000,2014年,96.7,100,00050,家具・家事用品,-3.299999999999997
42000,長崎県,2014000000,2014年,104.4,100,00060,被服及び履物,4.400000000000006
42000,長崎県,2014000000,2014年,99.1,100,00070,保健医療,-0.9000000000000057
42000,長崎県,2014000000,2014年,98.5,100,00080,交通・通信,-1.5
42000,長崎県,2014000000,2014年,93.0,100,00090,教育,-7.0
42000,長崎県,2014000000,2014年,95.2,100,00100,教養娯楽,-4.799999999999997
42000,長崎県,2014000000,2014年,100.3,100,00110,諸雑費,0.29999999999999716
42000,長崎県,2014000000,2014年,99.3,100,00120,(参考)家賃を除く総合,-0.7000000000000028
42000,長崎県,2015000000,2015年,100.4,100,00010,総合,0.4000000000000057
42000,長崎県,2015000000,2015年,99.8,100,00020,食料,-0.20000000000000284
42000,長崎県,2015000000,2015年,98.4,100,00030,住居,-1.5999999999999943
42000,長崎県,2015000000,2015年,108.6,100,00040,光熱・水道,8.599999999999994
42000,長崎県,2015000000,2015年,100.7,100,00050,家具・家事用品,0.7000000000000028
42000,長崎県,2015000000,2015年,109.9,100,00060,被服及び履物,9.900000000000006
42000,長崎県,2015000000,2015年,100.8,100,00070,保健医療,0.7999999999999972
42000,長崎県,2015000000,2015年,100.4,100,00080,交通・通信,0.4000000000000057
42000,長崎県,2015000000,2015年,92.1,100,00090,教育,-7.900000000000006
42000,長崎県,2015000000,2015年,95.0,100,00100,教養娯楽,-5.0
42000,長崎県,2015000000,2015年,101.3,100,00110,諸雑費,1.2999999999999972
42000,長崎県,2015000000,2015年,100.6,100,00120,(参考)家賃を除く総合,0.5999999999999943
42000,長崎県,2016000000,2016年,100.2,100,00010,総合,0.20000000000000284
42000,長崎県,2016000000,2016年,99.7,100,00020,食料,-0.29999999999999716
42000,長崎県,2016000000,2016年,92.8,100,00030,住居,-7.200000000000003
42000,長崎県,2016000000,2016年,110.4,100,00040,光熱・水道,10.400000000000006
42000,長崎県,2016000000,2016年,100.8,100,00050,家具・家事用品,0.7999999999999972
42000,長崎県,2016000000,2016年,112.3,100,00060,被服及び履物,12.299999999999997
42000,長崎県,2016000000,2016年,100.1,100,00070,保健医療,0.09999999999999432
42000,長崎県,2016000000,2016年,100.4,100,00080,交通・通信,0.4000000000000057
42000,長崎県,2016000000,2016年,87.1,100,00090,教育,-12.900000000000006
42000,長崎県,2016000000,2016年,96.2,100,00100,教養娯楽,-3.799999999999997
42000,長崎県,2016000000,2016年,101.8,100,00110,諸雑費,1.7999999999999972
42000,長崎県,2016000000,2016年,100.4,100,00120,(参考)家賃を除く総合,0.4000000000000057
42000,長崎県,2017000000,2017年,100.1,100,00010,総合,0.09999999999999432
42000,長崎県,2017000000,2017年,99.0,100,00020,食料,-1.0
42000,長崎県,2017000000,2017年,93.6,100,00030,住居,-6.400000000000006
42000,長崎県,2017000000,2017年,110.2,100,00040,光熱・水道,10.200000000000003
42000,長崎県,2017000000,2017年,102.8,100,00050,家具・家事用品,2.799999999999997
42000,長崎県,2017000000,2017年,109.5,100,00060,被服及び履物,9.5
42000,長崎県,2017000000,2017年,99.8,100,00070,保健医療,-0.20000000000000284
42000,長崎県,2017000000,2017年,100.2,100,00080,交通・通信,0.20000000000000284
42000,長崎県,2017000000,2017年,91.7,100,00090,教育,-8.299999999999997
42000,長崎県,2017000000,2017年,96.3,100,00100,教養娯楽,-3.700000000000003
42000,長崎県,2017000000,2017年,101.4,100,00110,諸雑費,1.4000000000000057
42000,長崎県,2017000000,2017年,100.2,100,00120,(参考)家賃を除く総合,0.20000000000000284
42000,長崎県,2018000000,2018年,99.9,100,00010,総合,-0.09999999999999432
42000,長崎県,2018000000,2018年,98.9,100,00020,食料,-1.0999999999999943
42000,長崎県,2018000000,2018年,94.2,100,00030,住居,-5.799999999999997
42000,長崎県,2018000000,2018年,108.4,100,00040,光熱・水道,8.400000000000006
42000,長崎県,2018000000,2018年,104.1,100,00050,家具・家事用品,4.099999999999994
42000,長崎県,2018000000,2018年,109.5,100,00060,被服及び履物,9.5
42000,長崎県,2018000000,2018年,99.9,100,00070,保健医療,-0.09999999999999432
42000,長崎県,2018000000,2018年,99.9,100,00080,交通・通信,-0.09999999999999432
42000,長崎県,2018000000,2018年,91.4,100,00090,教育,-8.599999999999994
42000,長崎県,2018000000,2018年,96.8,100,00100,教養娯楽,-3.200000000000003
42000,長崎県,2018000000,2018年,100.9,100,00110,諸雑費,0.9000000000000057
42000,長崎県,2018000000,2018年,100.1,100,00120,(参考)家賃を除く総合,0.09999999999999432
42000,長崎県,2019000000,2019年,99.8,100,00010,総合,-0.20000000000000284
42000,長崎県,2019000000,2019年,98.9,100,00020,食料,-1.0999999999999943
42000,長崎県,2019000000,2019年,93.4,100,00030,住居,-6.599999999999994
42000,長崎県,2019000000,2019年,109.5,100,00040,光熱・水道,9.5
42000,長崎県,2019000000,2019年,103.6,100,00050,家具・家事用品,3.5999999999999943
42000,長崎県,2019000000,2019年,108.5,100,00060,被服及び履物,8.5
42000,長崎県,2019000000,2019年,100.0,100,00070,保健医療,0.0
42000,長崎県,2019000000,2019年,100.1,100,00080,交通・通信,0.09999999999999432
42000,長崎県,2019000000,2019年,90.5,100,00090,教育,-9.5
42000,長崎県,2019000000,2019年,96.3,100,00100,教養娯楽,-3.700000000000003
42000,長崎県,2019000000,2019年,99.9,100,00110,諸雑費,-0.09999999999999432
42000,長崎県,2019000000,2019年,99.9,100,00120,(参考)家賃を除く総合,-0.09999999999999432
42000,長崎県,2020000000,2020年,99.5,100,00010,総合,-0.5
42000,長崎県,2020000000,2020年,99.5,100,00020,食料,-0.5
42000,長崎県,2020000000,2020年,92.2,100,00030,住居,-7.799999999999997
42000,長崎県,2020000000,2020年,112.0,100,00040,光熱・水道,12.0
42000,長崎県,2020000000,2020年,100.7,100,00050,家具・家事用品,0.7000000000000028
42000,長崎県,2020000000,2020年,107.5,100,00060,被服及び履物,7.5
42000,長崎県,2020000000,2020年,100.4,100,00070,保健医療,0.4000000000000057
42000,長崎県,2020000000,2020年,100.4,100,00080,交通・通信,0.4000000000000057
42000,長崎県,2020000000,2020年,87.9,100,00090,教育,-12.099999999999994
42000,長崎県,2020000000,2020年,95.3,100,00100,教養娯楽,-4.700000000000003
42000,長崎県,2020000000,2020年,96.6,100,00110,諸雑費,-3.4000000000000057
42000,長崎県,2020000000,2020年,100.2,100,00120,(参考)家賃を除く総合,0.20000000000000284
42000,長崎県,2021000000,2021年,99.2,100,00010,総合,-0.7999999999999972
42000,長崎県,2021000000,2021年,99.7,100,00020,食料,-0.29999999999999716
42000,長崎県,2021000000,2021年,91.7,100,00030,住居,-8.299999999999997
42000,長崎県,2021000000,2021年,111.9,100,00040,光熱・水道,11.900000000000006
42000,長崎県,2021000000,2021年,100.2,100,00050,家具・家事用品,0.20000000000000284
42000,長崎県,2021000000,2021年,104.0,100,00060,被服及び履物,4.0
42000,長崎県,2021000000,2021年,100.5,100,00070,保健医療,0.5
42000,長崎県,2021000000,2021年,99.6,100,00080,交通・通信,-0.4000000000000057
42000,長崎県,2021000000,2021年,87.7,100,00090,教育,-12.299999999999997
42000,長崎県,2021000000,2021年,94.5,100,00100,教養娯楽,-5.5
42000,長崎県,2021000000,2021年,97.0,100,00110,諸雑費,-3.0
42000,長崎県,2021000000,2021年,99.9,100,00120,(参考)家賃を除く総合,-0.09999999999999432
43000,熊本県,2013000000,2013年,98.1,100,00010,総合,-1.9000000000000057
43000,熊本県,2013000000,2013年,99.3,100,00020,食料,-0.7000000000000028
43000,熊本県,2013000000,2013年,91.5,100,00030,住居,-8.5
43000,熊本県,2013000000,2013年,100.1,100,00040,光熱・水道,0.09999999999999432
43000,熊本県,2013000000,2013年,100.8,100,00050,家具・家事用品,0.7999999999999972
43000,熊本県,2013000000,2013年,98.1,100,00060,被服及び履物,-1.9000000000000057
43000,熊本県,2013000000,2013年,99.5,100,00070,保健医療,-0.5
43000,熊本県,2013000000,2013年,99.5,100,00080,交通・通信,-0.5
43000,熊本県,2013000000,2013年,94.1,100,00090,教育,-5.900000000000006
43000,熊本県,2013000000,2013年,95.1,100,00100,教養娯楽,-4.900000000000006
43000,熊本県,2013000000,2013年,98.8,100,00110,諸雑費,-1.2000000000000028
43000,熊本県,2013000000,2013年,99.0,100,00120,(参考)家賃を除く総合,-1.0
43000,熊本県,2014000000,2014年,98.2,100,00010,総合,-1.7999999999999972
43000,熊本県,2014000000,2014年,100.1,100,00020,食料,0.09999999999999432
43000,熊本県,2014000000,2014年,91.3,100,00030,住居,-8.700000000000003
43000,熊本県,2014000000,2014年,99.6,100,00040,光熱・水道,-0.4000000000000057
43000,熊本県,2014000000,2014年,100.0,100,00050,家具・家事用品,0.0
43000,熊本県,2014000000,2014年,97.5,100,00060,被服及び履物,-2.5
43000,熊本県,2014000000,2014年,100.8,100,00070,保健医療,0.7999999999999972
43000,熊本県,2014000000,2014年,99.7,100,00080,交通・通信,-0.29999999999999716
43000,熊本県,2014000000,2014年,91.3,100,00090,教育,-8.700000000000003
43000,熊本県,2014000000,2014年,95.3,100,00100,教養娯楽,-4.700000000000003
43000,熊本県,2014000000,2014年,98.1,100,00110,諸雑費,-1.9000000000000057
43000,熊本県,2014000000,2014年,99.2,100,00120,(参考)家賃を除く総合,-0.7999999999999972
43000,熊本県,2015000000,2015年,98.2,100,00010,総合,-1.7999999999999972
43000,熊本県,2015000000,2015年,101.2,100,00020,食料,1.2000000000000028
43000,熊本県,2015000000,2015年,86.9,100,00030,住居,-13.099999999999994
43000,熊本県,2015000000,2015年,100.3,100,00040,光熱・水道,0.29999999999999716
43000,熊本県,2015000000,2015年,102.5,100,00050,家具・家事用品,2.5
43000,熊本県,2015000000,2015年,93.4,100,00060,被服及び履物,-6.599999999999994
43000,熊本県,2015000000,2015年,100.2,100,00070,保健医療,0.20000000000000284
43000,熊本県,2015000000,2015年,99.7,100,00080,交通・通信,-0.29999999999999716
43000,熊本県,2015000000,2015年,92.6,100,00090,教育,-7.400000000000006
43000,熊本県,2015000000,2015年,94.8,100,00100,教養娯楽,-5.200000000000003
43000,熊本県,2015000000,2015年,100.1,100,00110,諸雑費,0.09999999999999432
43000,熊本県,2015000000,2015年,99.2,100,00120,(参考)家賃を除く総合,-0.7999999999999972
43000,熊本県,2016000000,2016年,98.6,100,00010,総合,-1.4000000000000057
43000,熊本県,2016000000,2016年,101.9,100,00020,食料,1.9000000000000057
43000,熊本県,2016000000,2016年,81.8,100,00030,住居,-18.200000000000003
43000,熊本県,2016000000,2016年,102.3,100,00040,光熱・水道,2.299999999999997
43000,熊本県,2016000000,2016年,102.9,100,00050,家具・家事用品,2.9000000000000057
43000,熊本県,2016000000,2016年,101.3,100,00060,被服及び履物,1.2999999999999972
43000,熊本県,2016000000,2016年,100.1,100,00070,保健医療,0.09999999999999432
43000,熊本県,2016000000,2016年,99.3,100,00080,交通・通信,-0.7000000000000028
43000,熊本県,2016000000,2016年,92.9,100,00090,教育,-7.099999999999994
43000,熊本県,2016000000,2016年,95.4,100,00100,教養娯楽,-4.599999999999994
43000,熊本県,2016000000,2016年,100.2,100,00110,諸雑費,0.20000000000000284
43000,熊本県,2016000000,2016年,99.7,100,00120,(参考)家賃を除く総合,-0.29999999999999716
43000,熊本県,2017000000,2017年,98.6,100,00010,総合,-1.4000000000000057
43000,熊本県,2017000000,2017年,101.3,100,00020,食料,1.2999999999999972
43000,熊本県,2017000000,2017年,83.1,100,00030,住居,-16.900000000000006
43000,熊本県,2017000000,2017年,101.7,100,00040,光熱・水道,1.7000000000000028
43000,熊本県,2017000000,2017年,102.4,100,00050,家具・家事用品,2.4000000000000057
43000,熊本県,2017000000,2017年,100.9,100,00060,被服及び履物,0.9000000000000057
43000,熊本県,2017000000,2017年,100.9,100,00070,保健医療,0.9000000000000057
43000,熊本県,2017000000,2017年,99.4,100,00080,交通・通信,-0.5999999999999943
43000,熊本県,2017000000,2017年,93.6,100,00090,教育,-6.400000000000006
43000,熊本県,2017000000,2017年,96.1,100,00100,教養娯楽,-3.9000000000000057
43000,熊本県,2017000000,2017年,100.4,100,00110,諸雑費,0.4000000000000057
43000,熊本県,2017000000,2017年,99.6,100,00120,(参考)家賃を除く総合,-0.4000000000000057
43000,熊本県,2018000000,2018年,98.6,100,00010,総合,-1.4000000000000057
43000,熊本県,2018000000,2018年,101.2,100,00020,食料,1.2000000000000028
43000,熊本県,2018000000,2018年,86.7,100,00030,住居,-13.299999999999997
43000,熊本県,2018000000,2018年,100.1,100,00040,光熱・水道,0.09999999999999432
43000,熊本県,2018000000,2018年,100.1,100,00050,家具・家事用品,0.09999999999999432
43000,熊本県,2018000000,2018年,100.6,100,00060,被服及び履物,0.5999999999999943
43000,熊本県,2018000000,2018年,101.0,100,00070,保健医療,1.0
43000,熊本県,2018000000,2018年,99.7,100,00080,交通・通信,-0.29999999999999716
43000,熊本県,2018000000,2018年,93.6,100,00090,教育,-6.400000000000006
43000,熊本県,2018000000,2018年,95.0,100,00100,教養娯楽,-5.0
43000,熊本県,2018000000,2018年,100.7,100,00110,諸雑費,0.7000000000000028
43000,熊本県,2018000000,2018年,99.6,100,00120,(参考)家賃を除く総合,-0.4000000000000057
43000,熊本県,2019000000,2019年,98.8,100,00010,総合,-1.2000000000000028
43000,熊本県,2019000000,2019年,100.5,100,00020,食料,0.5
43000,熊本県,2019000000,2019年,89.7,100,00030,住居,-10.299999999999997
43000,熊本県,2019000000,2019年,101.2,100,00040,光熱・水道,1.2000000000000028
43000,熊本県,2019000000,2019年,97.3,100,00050,家具・家事用品,-2.700000000000003
43000,熊本県,2019000000,2019年,100.9,100,00060,被服及び履物,0.9000000000000057
43000,熊本県,2019000000,2019年,101.4,100,00070,保健医療,1.4000000000000057
43000,熊本県,2019000000,2019年,99.5,100,00080,交通・通信,-0.5
43000,熊本県,2019000000,2019年,93.2,100,00090,教育,-6.799999999999997
43000,熊本県,2019000000,2019年,96.1,100,00100,教養娯楽,-3.9000000000000057
43000,熊本県,2019000000,2019年,100.3,100,00110,諸雑費,0.29999999999999716
43000,熊本県,2019000000,2019年,99.6,100,00120,(参考)家賃を除く総合,-0.4000000000000057
